id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NSUN5	6	0.027089	0.080507	0.648708	2489	4	-0.31829	0.99439	0.99442	1.0	19811	0	-0.31829
ZSCAN18	6	0.02709	0.08051	0.648708	2490	2	-0.10779	0.65969	0.65955	1.0	12843	0	-0.10779
MTRNR2L4	6	0.02709	0.08051	0.648708	2491	1	0.24757	0.0069522	0.015495	0.830171	367	2	0.24757
COX7A2	6	0.027105	0.08055	0.648772	2492	3	-0.27315	0.37041	0.37053	1.0	7269	0	-0.27315
EI24	6	0.027162	0.080704	0.649673	2493	4	-0.40803	0.089369	0.11218	0.995821	2254	1	-0.40803
HS2ST1	6	0.027173	0.08073	0.649673	2494	4	-0.55117	0.73561	0.73568	1.0	14260	0	-0.55117
UBR4	6	0.027182	0.080757	0.649673	2495	3	-0.55786	0.91838	0.91846	1.0	17867	0	-0.55786
FNBP4	6	0.027234	0.080896	0.650032	2496	3	-0.53525	0.99465	0.99468	1.0	19817	0	-0.53525
PCGF1	6	0.02726	0.080951	0.650032	2497	4	-0.48888	0.99954	0.99953	1.0	20162	0	-0.48888
PLK4	6	0.027264	0.080962	0.650032	2498	4	-0.49447	0.64993	0.64984	1.0	12655	0	-0.49447
DHPS	6	0.027265	0.080964	0.650032	2499	3	-0.56894	0.8843	0.88428	1.0	17184	0	-0.56894
PPM1E	6	0.027271	0.080982	0.650032	2500	4	-0.42651	0.77454	0.77463	1.0	15042	0	-0.42651
KIF14	6	0.027333	0.081155	0.65056	2501	3	-0.53568	0.87199	0.87198	1.0	16942	0	-0.53568
hsa-mir-548a-1	4	0.027343	0.067754	0.594028	2502	3	-0.65895	0.6377	0.6375	1.0	12396	0	-0.65895
INTS1	6	0.027349	0.081204	0.65056	2503	2	-0.19105	0.69525	0.69513	1.0	13495	0	-0.19105
CCT6A	6	0.027369	0.081267	0.65056	2504	3	-0.45773	0.67782	0.67776	1.0	13167	0	-0.45773
FBXO2	6	0.027385	0.081312	0.65056	2505	4	-0.46532	0.57812	0.57805	1.0	11236	0	-0.46532
ZCCHC10	6	0.027417	0.0814	0.651002	2506	3	-0.27473	0.97766	0.97781	1.0	19237	0	-0.27473
SKA3	6	0.027452	0.081491	0.651002	2507	3	-0.41617	0.90812	0.90822	1.0	17659	0	-0.41617
ZSWIM8	6	0.027469	0.081527	0.651007	2508	4	-0.61	0.99918	0.99918	1.0	20111	0	-0.61
DTWD1	6	0.027505	0.08162	0.651498	2509	2	0.10367	0.31217	0.3124	1.0	6164	0	0.10367
CCNT2	6	0.027567	0.081755	0.652227	2510	3	-0.35392	0.083206	0.10727	0.992915	2157	1	-0.35392
RBBP8	6	0.027577	0.081775	0.652227	2511	3	-0.61154	0.62871	0.6286	1.0	12213	0	-0.61154
DEFB135	6	0.027603	0.081822	0.652341	2512	3	-0.46536	0.42779	0.42777	1.0	8377	0	-0.46536
hsa-mir-6719	4	0.027768	0.068709	0.598894	2513	3	-0.60106	0.85365	0.85343	1.0	16594	0	-0.60106
hsa-mir-1303	4	0.027911	0.069019	0.600319	2514	1	-0.29689	0.22658	0.2262	1.0	4547	0	-0.29689
UNC50	6	0.027934	0.082447	0.656467	2515	3	-0.5986	0.97702	0.97714	1.0	19221	0	-0.5986
MRPL11	6	0.027939	0.082456	0.656467	2516	3	-0.48644	0.9837	0.98383	1.0	19417	0	-0.48644
ATP5L	6	0.027944	0.082467	0.656467	2517	2	-0.0071238	0.45963	0.45941	1.0	8994	0	-0.0071238
hsa-mir-425	4	0.028006	0.069237	0.601944	2518	3	-0.51949	0.50766	0.50728	1.0	9882	0	-0.51949
USP17L4	3	0.028074	0.057708	0.542515	2519	1	0.022681	0.23091	0.23068	1.0	4628	0	0.022681
CKS1B	6	0.028155	0.082871	0.659166	2520	3	-0.4143	0.53908	0.53895	1.0	10459	0	-0.4143
hsa-mir-6510	4	0.028178	0.069605	0.604051	2521	3	-0.34382	0.70591	0.70565	1.0	13670	0	-0.34382
RPS15	6	0.028208	0.082989	0.659849	2522	3	-0.61622	0.41647	0.41647	1.0	8147	0	-0.61622
BET1	6	0.028367	0.0833	0.661413	2523	3	-0.41575	0.35176	0.35199	1.0	6910	0	-0.41575
POLR3F	6	0.028505	0.083563	0.663126	2524	2	-0.12271	0.75437	0.75446	1.0	14644	0	-0.12271
RAB6C	6	0.028526	0.083596	0.66313	2525	3	-0.60002	0.93416	0.93427	1.0	18242	0	-0.60002
hsa-mir-3175	4	0.028617	0.07057	0.608125	2526	1	0.081526	0.43102	0.43074	1.0	8438	0	0.081526
SH3GL3	6	0.028633	0.083817	0.664626	2527	3	-0.66586	0.97976	0.97993	1.0	19299	0	-0.66586
DPH5	6	0.028676	0.083908	0.665086	2528	3	-0.49946	0.70689	0.70692	1.0	13687	0	-0.49946
SMN1	2	0.028712	0.052516	0.513586	2529	1	-1.138	0.82785	0.82763	1.0	16103	0	-1.138
KRTAP4-9	4	0.028718	0.070798	0.608834	2530	2	-0.26027	0.90848	0.90839	1.0	17666	0	-0.26027
CSNK2B	6	0.028777	0.084098	0.665646	2531	3	-0.51142	0.43749	0.4374	1.0	8561	0	-0.51142
hsa-mir-5001	4	0.028778	0.070938	0.608851	2532	3	-0.19212	0.96779	0.96775	1.0	18997	0	-0.19212
CLN6	6	0.028783	0.084108	0.665646	2533	3	-0.65326	0.99803	0.99804	1.0	20006	0	-0.65326
hsa-mir-548au	3	0.028883	0.058973	0.549361	2534	1	0.30505	0.1357	0.13561	1.0	2975	1	0.30505
NOSIP	6	0.028971	0.084466	0.667701	2535	2	-0.2048	0.91107	0.91119	1.0	17715	0	-0.2048
hsa-mir-4685	4	0.02901	0.071484	0.610414	2536	3	-0.67672	0.99057	0.99055	1.0	19663	0	-0.67672
GPR12	6	0.029027	0.084562	0.667996	2537	1	-0.073857	0.59029	0.59037	1.0	11479	0	-0.073857
COPG1	6	0.029031	0.084568	0.667996	2538	3	-0.6376	0.56043	0.56027	1.0	10898	0	-0.6376
C7orf50	6	0.029178	0.084849	0.66995	2539	2	-0.013428	0.16045	0.17136	1.0	3387	1	-0.013428
PUM1	6	0.02933	0.08513	0.671648	2540	3	-0.40112	0.38136	0.38144	1.0	7471	0	-0.40112
CCL24	6	0.029337	0.085141	0.671648	2541	3	-0.19193	0.17906	0.18739	1.0	3706	1	-0.19193
DGCR14	6	0.029408	0.085282	0.672331	2542	3	-0.1981	0.44893	0.44884	1.0	8777	0	-0.1981
PDZRN3	6	0.029609	0.08565	0.674622	2543	3	-0.32591	0.92544	0.92557	1.0	18040	0	-0.32591
GLUD1	6	0.029621	0.085671	0.674622	2544	2	0.055215	0.4514	0.45128	1.0	8824	0	0.055215
SLCO1B7	6	0.029794	0.085995	0.676914	2545	3	-0.64513	0.35809	0.35831	1.0	7041	0	-0.64513
C16orf11	6	0.029865	0.086125	0.677673	2546	3	-0.59198	0.96704	0.96706	1.0	18978	0	-0.59198
MEF2BNB-MEF2B	2	0.029898	0.054576	0.524388	2547	2	-0.56799	0.9701	0.97026	1.0	19061	0	-0.56799
SLC51B	6	0.029953	0.086302	0.678545	2548	3	-0.36441	0.38439	0.38447	1.0	7522	0	-0.36441
NEK8	6	0.030007	0.086399	0.678712	2549	3	-0.36313	0.99859	0.99858	1.0	20042	0	-0.36313
IFNA21	5	0.030011	0.076419	0.630655	2550	3	-0.67006	0.43718	0.43791	1.0	8558	0	-0.67006
hsa-mir-4741	4	0.030026	0.073768	0.622055	2551	2	0.020156	0.228	0.22764	1.0	4574	0	0.020156
BRCA2	6	0.03004	0.086452	0.678712	2552	3	-0.56771	0.62223	0.6222	1.0	12094	0	-0.56771
hsa-mir-6812	4	0.030104	0.073934	0.622645	2553	3	-0.45539	0.44252	0.44231	1.0	8648	0	-0.45539
F2R	6	0.030132	0.086624	0.679776	2554	3	-0.54738	0.99818	0.99819	1.0	20015	0	-0.54738
FABP1	6	0.030178	0.086713	0.680214	2555	3	-0.33519	0.17622	0.18491	1.0	3659	1	-0.33519
PRPF18	6	0.030454	0.087243	0.684107	2556	3	-0.182	0.29749	0.29771	1.0	5882	1	-0.182
DGCR6	6	0.030514	0.087344	0.684638	2557	3	-0.62796	0.30345	0.30367	1.0	5998	0	-0.62796
PPIAL4C	1	0.03059	0.030472	0.358796	2558	1	-1.6372	0.96941	0.96954	1.0	19043	0	-1.6372
FOXO1	6	0.030634	0.087573	0.686169	2559	2	0.67759	2.1225e-06	1.2336e-05	0.025248	10	3	0.67759
SURF6	6	0.030653	0.087607	0.686171	2560	3	-0.49135	0.54555	0.54546	1.0	10588	0	-0.49135
hsa-mir-151b	4	0.030672	0.075199	0.627847	2561	3	-0.69175	0.64774	0.64764	1.0	12611	0	-0.69175
hsa-mir-4803	4	0.030733	0.075338	0.628182	2562	2	-0.53623	0.94094	0.94089	1.0	18369	0	-0.53623
TMEM209	6	0.030735	0.087768	0.687166	2563	3	-0.34895	0.99711	0.99716	1.0	19950	0	-0.34895
hsa-mir-193a	4	0.030754	0.075386	0.628182	2564	3	-0.51233	0.98356	0.98351	1.0	19414	0	-0.51233
hsa-mir-302b	4	0.030852	0.075598	0.628182	2565	2	-0.19087	0.35307	0.35252	1.0	6937	0	-0.19087
GNG5	6	0.030898	0.08809	0.689165	2566	3	-0.30589	0.63885	0.63878	1.0	12424	0	-0.30589
ACTR5	6	0.031032	0.088334	0.690627	2567	3	-0.40542	0.15871	0.16986	1.0	3357	1	-0.40542
GEMIN7	6	0.031054	0.08837	0.690627	2568	3	-0.59975	0.52902	0.52889	1.0	10275	0	-0.59975
P4HA1	6	0.031088	0.088426	0.690627	2569	3	-0.38559	0.34863	0.34891	1.0	6853	0	-0.38559
REEP3	6	0.031099	0.088446	0.690627	2570	3	-0.4748	0.85453	0.8544	1.0	16612	0	-0.4748
hsa-mir-6501	4	0.031212	0.076421	0.630655	2571	2	-0.47679	0.57632	0.57592	1.0	11202	0	-0.47679
MRPL14	6	0.031298	0.088809	0.692667	2572	3	-0.17506	0.0088009	0.018622	0.866771	431	1	-0.17506
THG1L	6	0.031494	0.08918	0.6953	2573	2	-0.15309	0.51962	0.51941	1.0	10097	0	-0.15309
NUP133	6	0.031711	0.089614	0.697691	2574	2	-0.4246	0.989	0.98908	1.0	19611	0	-0.4246
SLC26A6	6	0.031736	0.089672	0.697691	2575	3	-0.3886	0.83937	0.83932	1.0	16329	0	-0.3886
MZT1	6	0.031742	0.089683	0.697691	2576	2	-0.20282	0.73513	0.73521	1.0	14254	0	-0.20282
USP22	6	0.031764	0.089725	0.697691	2577	3	-0.5019	0.65816	0.65797	1.0	12813	0	-0.5019
URB2	6	0.031804	0.089796	0.697975	2578	2	0.098407	0.031103	0.055933	0.95551	1159	2	0.098407
POLR2G	6	0.031887	0.089952	0.69892	2579	2	-0.11085	0.51814	0.51794	1.0	10069	0	-0.11085
PISD	6	0.031918	0.090001	0.699034	2580	3	-0.31559	0.75499	0.75508	1.0	14658	0	-0.31559
RNASE1	6	0.031938	0.090037	0.699047	2581	1	-0.33371	0.57477	0.57467	1.0	11179	0	-0.33371
PPIL1	6	0.03198	0.090123	0.699414	2582	3	-0.42097	0.98638	0.98647	1.0	19512	0	-0.42097
KLF2	6	0.032077	0.090298	0.700282	2583	3	0.001115	0.022408	0.041428	0.930806	889	2	0.001115
hsa-mir-1909	4	0.032083	0.078311	0.638279	2584	3	-0.59244	0.64898	0.64883	1.0	12637	0	-0.59244
TTC27	6	0.032197	0.090516	0.701443	2585	3	-0.42756	0.50521	0.505	1.0	9835	0	-0.42756
POLR1A	6	0.032282	0.09069	0.702519	2586	3	-0.56779	0.97343	0.97351	1.0	19140	0	-0.56779
MICU1	6	0.032351	0.090809	0.703178	2587	3	-0.63826	0.99024	0.99031	1.0	19657	0	-0.63826
IFNA17	5	0.032386	0.081303	0.65056	2588	3	-0.41088	0.71346	0.71379	1.0	13822	0	-0.41088
CTAGE9	5	0.032473	0.081494	0.651002	2589	2	-0.24707	0.22286	0.22386	1.0	4467	1	-0.24707
ARL6IP1	6	0.032518	0.091117	0.704761	2590	3	-0.33377	0.46105	0.46084	1.0	9019	0	-0.33377
hsa-mir-4754	4	0.03259	0.079459	0.64379	2591	3	-0.52364	0.96806	0.96801	1.0	19007	0	-0.52364
EEF1D	6	0.03264	0.091343	0.705865	2592	2	-0.22214	0.25085	0.25241	1.0	4992	1	-0.22214
GBF1	6	0.032684	0.091432	0.706129	2593	3	-0.36695	0.59193	0.59199	1.0	11513	0	-0.36695
SPDYE2L	2	0.032692	0.059468	0.552964	2594	2	-0.84327	0.96731	0.96748	1.0	18982	0	-0.84327
hsa-mir-1910	4	0.0327	0.079722	0.645156	2595	3	-0.45639	0.95241	0.95234	1.0	18627	0	-0.45639
PRR25	6	0.03279	0.091621	0.707057	2596	2	-0.12424	0.84953	0.84947	1.0	16516	0	-0.12424
ZCRB1	6	0.032881	0.091789	0.707994	2597	3	-0.53802	0.86629	0.86624	1.0	16824	0	-0.53802
FAM103A1	6	0.03289	0.091812	0.707994	2598	3	-0.36825	0.0090565	0.019076	0.866771	439	1	-0.36825
SPIC	6	0.03295	0.091935	0.708426	2599	3	-0.33349	0.44799	0.44787	1.0	8760	0	-0.33349
NAIF1	6	0.032952	0.091937	0.708426	2600	3	-0.19523	0.48297	0.48278	1.0	9440	0	-0.19523
RAD23A	6	0.032968	0.091973	0.708439	2601	3	-0.65794	0.35172	0.35195	1.0	6909	0	-0.65794
DPH1	6	0.033057	0.092135	0.70901	2602	3	-0.38323	0.75362	0.75372	1.0	14629	0	-0.38323
TEX10	6	0.033083	0.092189	0.709037	2603	3	-0.27903	0.45328	0.45311	1.0	8855	0	-0.27903
UBE2K	6	0.03312	0.092256	0.70928	2604	3	-0.47438	0.87739	0.87734	1.0	17058	0	-0.47438
SMARCAD1	6	0.033176	0.092356	0.709787	2605	3	-0.57728	0.96595	0.96596	1.0	18946	0	-0.57728
CNPY2	6	0.033258	0.092505	0.710523	2606	3	-0.62613	0.98707	0.98713	1.0	19537	0	-0.62613
hsa-mir-3180-3	4	0.033276	0.080995	0.650032	2607	3	-0.42356	0.94761	0.94754	1.0	18519	0	-0.42356
SULT1E1	6	0.033278	0.092542	0.710523	2608	2	-0.13636	0.41798	0.41802	1.0	8175	0	-0.13636
KLK5	6	0.033291	0.092567	0.710523	2609	2	-0.1337	0.048166	0.079912	0.980646	1598	1	-0.1337
HIST1H2BK	6	0.033374	0.09273	0.710923	2610	3	-0.50288	0.9725	0.97257	1.0	19110	0	-0.50288
ASPM	6	0.033384	0.092747	0.710923	2611	3	-0.43393	0.51095	0.51078	1.0	9944	0	-0.43393
AQP7	6	0.033441	0.092855	0.711217	2612	1	-0.063124	0.94362	0.94365	1.0	18430	0	-0.063124
GTF2H2D	3	0.033522	0.066256	0.58755	2613	1	-0.18938	0.81296	0.8128	1.0	15793	0	-0.18938
FAM171A2	6	0.033538	0.093034	0.711771	2614	3	-0.35908	0.88139	0.88135	1.0	17132	0	-0.35908
HOXB4	6	0.033544	0.093047	0.711771	2615	3	0.015783	0.15666	0.16807	1.0	3318	1	0.015783
ATP6V1F	6	0.033553	0.093066	0.711771	2616	3	-0.40224	0.88532	0.88529	1.0	17203	0	-0.40224
TAF11	6	0.033691	0.093346	0.713642	2617	3	-0.48388	0.34647	0.34679	1.0	6815	0	-0.48388
hsa-mir-3682	4	0.033722	0.08197	0.653267	2618	3	-0.52905	0.97781	0.97791	1.0	19240	0	-0.52905
FAM86C1	5	0.033723	0.084102	0.665646	2619	1	-0.17703	0.73456	0.73475	1.0	14243	0	-0.17703
CCDC86	6	0.033737	0.09343	0.714019	2620	3	-0.54824	0.93591	0.93598	1.0	18267	0	-0.54824
CLNS1A	6	0.033892	0.093728	0.715851	2621	3	-0.17863	0.59421	0.59426	1.0	11563	0	-0.17863
RND2	6	0.033925	0.093797	0.716023	2622	2	-0.40057	0.80757	0.80747	1.0	15701	0	-0.40057
hsa-mir-5680	4	0.034015	0.082642	0.657606	2623	1	-0.28493	0.056927	0.067256	0.967079	1732	1	-0.28493
SLAIN2	6	0.034061	0.094053	0.717392	2624	3	-0.4909	0.77516	0.77526	1.0	15051	0	-0.4909
METTL5	6	0.034067	0.094062	0.717392	2625	3	-0.51398	0.23956	0.24172	1.0	4770	1	-0.51398
MCRS1	6	0.034079	0.094082	0.717392	2626	3	-0.5307	0.1957	0.20196	1.0	3998	1	-0.5307
CAP1	6	0.034114	0.094146	0.717615	2627	3	-0.55639	0.054624	0.084855	0.983289	1699	1	-0.55639
hsa-mir-5100	4	0.034187	0.083033	0.659942	2628	3	-0.56526	0.98894	0.98894	1.0	19610	0	-0.56526
ZNF664	6	0.034268	0.094426	0.719479	2629	3	-0.46479	0.74965	0.74973	1.0	14558	0	-0.46479
TMEM261	4	0.034316	0.083315	0.661413	2630	3	-0.38935	0.99517	0.99516	1.0	19842	0	-0.38935
EBI3	6	0.034342	0.094571	0.720045	2631	2	-0.11661	0.86004	0.85996	1.0	16707	0	-0.11661
ZCCHC7	6	0.034405	0.094691	0.720697	2632	2	-0.29012	0.49612	0.49588	1.0	9675	0	-0.29012
SMG6	6	0.034428	0.094728	0.720709	2633	3	-0.65991	0.6783	0.67823	1.0	13175	0	-0.65991
IK	6	0.03447	0.094803	0.721008	2634	3	-0.58993	0.51358	0.51342	1.0	9987	0	-0.58993
CPNE8	3	0.034478	0.067774	0.594028	2635	1	-0.29373	0.72451	0.72457	1.0	14051	0	-0.29373
HSH2D	6	0.034492	0.094842	0.721042	2636	2	-0.34125	0.18477	0.19239	1.0	3800	1	-0.34125
hsa-mir-6511b-1	1	0.034522	0.034442	0.391391	2637	1	-1.271	0.96548	0.96571	1.0	18935	0	-1.271
MRPS36	6	0.034523	0.094899	0.721109	2638	3	-0.42318	0.49065	0.49043	1.0	9570	0	-0.42318
SPRTN	6	0.03462	0.09507	0.721966	2639	3	-0.38773	0.97645	0.97658	1.0	19212	0	-0.38773
hsa-mir-320e	4	0.03464	0.083987	0.665461	2640	3	-0.64615	0.76672	0.76651	1.0	14889	0	-0.64615
H3F3B	6	0.034654	0.095138	0.722216	2641	3	-0.44743	0.8076	0.8075	1.0	15702	0	-0.44743
C19orf40	6	0.034695	0.095208	0.722477	2642	3	-0.56356	0.65111	0.65101	1.0	12684	0	-0.56356
CYP46A1	6	0.034738	0.095294	0.722792	2643	2	-0.069715	0.23269	0.23532	1.0	4652	1	-0.069715
MEMO1	6	0.034749	0.09532	0.722792	2644	3	-0.3615	0.96197	0.96198	1.0	18846	0	-0.3615
hsa-mir-3683	4	0.034764	0.084258	0.666575	2645	2	-0.60622	0.30167	0.30113	1.0	5961	0	-0.60622
hsa-mir-4537	4	0.034784	0.084302	0.666666	2646	1	-0.18613	0.76061	0.76036	1.0	14772	0	-0.18613
C16orf90	6	0.034803	0.095418	0.723269	2647	3	-0.54343	0.94245	0.94251	1.0	18408	0	-0.54343
GID4	6	0.034833	0.095475	0.723434	2648	3	-0.53391	0.23689	0.23923	1.0	4729	1	-0.53391
CDC26	6	0.034887	0.095568	0.723631	2649	3	-0.5192	0.62506	0.62501	1.0	12145	0	-0.5192
TRIM61	6	0.034888	0.095572	0.723631	2650	2	0.00082899	0.15867	0.16982	1.0	3356	1	0.00082899
PTGER2	6	0.034929	0.095641	0.723857	2651	3	-0.31777	0.78145	0.78154	1.0	15182	0	-0.31777
CEP55	6	0.034953	0.095684	0.723857	2652	2	-0.080679	0.38639	0.38653	1.0	7555	0	-0.080679
SEPSECS	6	0.034964	0.095708	0.723857	2653	3	-0.5102	0.7434	0.7435	1.0	14411	0	-0.5102
AGAP6	3	0.034982	0.068571	0.598235	2654	1	-0.34811	0.86003	0.86008	1.0	16706	0	-0.34811
POLA2	6	0.035007	0.095787	0.724186	2655	3	-0.40392	0.98739	0.98746	1.0	19548	0	-0.40392
DUS2L	2	0.035064	0.063594	0.575635	2656	2	-0.64276	0.96494	0.96509	1.0	18917	0	-0.64276
RPS6KB1	6	0.035104	0.095967	0.725282	2657	2	-0.29658	0.93506	0.93514	1.0	18255	0	-0.29658
POLR2H	6	0.035234	0.096208	0.726312	2658	2	-0.29119	0.00033474	0.001096	0.438486	48	1	-0.29119
WARS	6	0.035245	0.096228	0.726312	2659	3	-0.38557	0.33679	0.33706	1.0	6629	0	-0.38557
NPB	6	0.035253	0.096245	0.726312	2660	3	-0.2342	0.94102	0.94107	1.0	18370	0	-0.2342
HSD17B12	6	0.035309	0.096345	0.726799	2661	2	-0.22043	0.26159	0.26271	1.0	5187	1	-0.22043
hsa-mir-4283-2	4	0.035312	0.085489	0.673708	2662	2	-0.30424	0.012457	0.023378	0.897361	551	1	-0.30424
ARHGAP5	6	0.035338	0.096399	0.726933	2663	3	-0.31538	0.23586	0.23827	1.0	4706	1	-0.31538
PCDHA1	2	0.03549	0.064335	0.579339	2664	2	-0.57096	0.96451	0.96467	1.0	18907	0	-0.57096
ZFP36	6	0.035519	0.096709	0.728898	2665	3	-0.38635	0.59173	0.59182	1.0	11510	0	-0.38635
FAM83H	6	0.035531	0.096731	0.728898	2666	3	-0.53237	0.40353	0.40362	1.0	7894	0	-0.53237
PRAMEF13	5	0.03564	0.087968	0.688471	2667	3	-0.6829	0.76003	0.76022	1.0	14757	0	-0.6829
PARD3	6	0.035642	0.096939	0.730194	2668	1	0.10449	0.024798	0.045433	0.943029	956	1	0.10449
WDR87	6	0.035658	0.096974	0.730194	2669	3	-0.29625	0.30303	0.30325	1.0	5989	0	-0.29625
hsa-mir-6893	4	0.035663	0.086227	0.678216	2670	3	-0.46726	0.99223	0.99222	1.0	19728	0	-0.46726
CINP	6	0.035743	0.097132	0.731117	2671	3	-0.50041	0.67617	0.67611	1.0	13137	0	-0.50041
hsa-mir-4646	4	0.035757	0.086428	0.678712	2672	3	-0.39361	0.63425	0.63407	1.0	12329	0	-0.39361
hsa-mir-3136	4	0.035773	0.086456	0.678712	2673	3	-0.55995	0.99261	0.99262	1.0	19741	0	-0.55995
COL11A1	6	0.035877	0.097397	0.732166	2674	3	-0.2319	0.94022	0.94027	1.0	18361	0	-0.2319
ECHDC2	6	0.035907	0.09745	0.732166	2675	2	-0.15299	0.71953	0.71964	1.0	13945	0	-0.15299
NDUFB7	6	0.036059	0.097738	0.734059	2676	3	-0.33963	0.26761	0.26851	1.0	5309	1	-0.33963
TMEM17	6	0.036114	0.097851	0.73464	2677	3	-0.34784	0.60723	0.60732	1.0	11816	0	-0.34784
PSIP1	6	0.036464	0.098486	0.739131	2678	2	-0.056936	0.083685	0.10762	0.992915	2166	1	-0.056936
GTF2H4	6	0.036662	0.098838	0.741234	2679	2	-0.36711	0.81579	0.8157	1.0	15854	0	-0.36711
POLD2	6	0.036802	0.0991	0.742921	2680	3	-0.59869	0.78502	0.78515	1.0	15261	0	-0.59869
MTRNR2L5	4	0.036836	0.088786	0.692667	2681	3	-0.60262	0.94974	0.94966	1.0	18561	0	-0.60262
CNTFR	6	0.036863	0.099214	0.743504	2682	3	-0.39653	0.75991	0.76	1.0	14754	0	-0.39653
THOC5	6	0.037092	0.099636	0.745803	2683	3	-0.49129	0.87337	0.87337	1.0	16972	0	-0.49129
TPRG1L	6	0.037136	0.099726	0.745803	2684	3	-0.33566	0.70709	0.70713	1.0	13691	0	-0.33566
PIGM	6	0.037142	0.099738	0.745803	2685	3	-0.5111	0.87257	0.87256	1.0	16952	0	-0.5111
hsa-mir-5705	4	0.037187	0.089547	0.697632	2686	3	-0.4104	0.87159	0.87139	1.0	16934	0	-0.4104
PRAMEF16	4	0.037253	0.089701	0.697691	2687	2	-0.47936	0.53116	0.53076	1.0	10311	0	-0.47936
NOX5	5	0.037305	0.091363	0.705865	2688	3	-0.54807	0.90218	0.90244	1.0	17532	0	-0.54807
IQCC	6	0.037366	0.10014	0.748325	2689	3	-0.49443	0.035892	0.063876	0.965639	1302	1	-0.49443
BRI3	6	0.037378	0.10016	0.748325	2690	3	-0.60785	0.66187	0.6617	1.0	12874	0	-0.60785
S100Z	6	0.037391	0.10019	0.748325	2691	2	-0.4079	0.033999	0.060789	0.963479	1243	2	-0.4079
KPNA2	6	0.037453	0.1003	0.748772	2692	3	-0.49572	0.20774	0.21272	1.0	4201	1	-0.49572
DDX46	6	0.037465	0.10032	0.748772	2693	3	-0.46292	0.74376	0.74387	1.0	14421	0	-0.46292
SYNGR2	6	0.037579	0.10055	0.749501	2694	3	-0.27422	0.58744	0.58753	1.0	11422	0	-0.27422
NDUFA11	6	0.037621	0.10062	0.749501	2695	3	-0.42762	0.99286	0.99293	1.0	19747	0	-0.42762
OR5B12	6	0.037624	0.10062	0.749501	2696	3	-0.36467	0.82003	0.81999	1.0	15951	0	-0.36467
THOC2	6	0.037653	0.10068	0.749501	2697	3	-0.42059	0.077587	0.10286	0.989959	2059	1	-0.42059
RRP7A	6	0.037659	0.10069	0.749501	2698	3	-0.60056	0.84126	0.84121	1.0	16368	0	-0.60056
ASL	6	0.037678	0.10073	0.749501	2699	3	-0.59835	0.72967	0.72977	1.0	14146	0	-0.59835
CSK	6	0.037691	0.10075	0.749501	2700	3	-0.44474	0.03704	0.065773	0.965641	1340	1	-0.44474
ORC4	6	0.037724	0.10081	0.749714	2701	2	-0.27707	0.93201	0.93213	1.0	18187	0	-0.27707
PFAS	6	0.037746	0.10086	0.749826	2702	2	-0.25729	0.79992	0.7999	1.0	15560	0	-0.25729
CDK10	6	0.037765	0.1009	0.749835	2703	3	-0.46414	0.89677	0.89685	1.0	17416	0	-0.46414
ATG9A	6	0.037822	0.101	0.750292	2704	3	-0.4877	0.9571	0.95706	1.0	18731	0	-0.4877
hsa-mir-6793	4	0.037906	0.091077	0.70472	2705	3	-0.42884	0.81799	0.81781	1.0	15904	0	-0.42884
MRPL19	6	0.038038	0.10139	0.752323	2706	3	-0.59509	0.9572	0.95715	1.0	18735	0	-0.59509
BRK1	6	0.038048	0.10141	0.752323	2707	3	-0.54034	0.44959	0.44951	1.0	8789	0	-0.54034
NCOA4	6	0.038054	0.10142	0.752323	2708	3	-0.096598	0.077057	0.10243	0.989959	2051	1	-0.096598
ERCC6L	6	0.038088	0.10148	0.752527	2709	3	-0.40021	0.62465	0.6246	1.0	12138	0	-0.40021
TAF1C	6	0.038114	0.10154	0.752667	2710	3	-0.40329	0.3824	0.38248	1.0	7489	0	-0.40329
hsa-mir-937	4	0.038153	0.091602	0.707057	2711	2	-0.49463	0.78729	0.78709	1.0	15310	0	-0.49463
RBM4B	6	0.038167	0.10163	0.753076	2712	3	-0.24201	0.48977	0.48954	1.0	9556	0	-0.24201
ESCO2	6	0.038249	0.10179	0.75395	2713	3	-0.60395	0.99433	0.99436	1.0	19809	0	-0.60395
CSN3	6	0.038282	0.10185	0.754085	2714	2	-0.47995	0.33844	0.33874	1.0	6659	0	-0.47995
SBDS	6	0.0383	0.10188	0.754085	2715	3	-0.55161	0.88134	0.88131	1.0	17131	0	-0.55161
hsa-mir-5708	3	0.038446	0.073979	0.622645	2716	2	-0.69332	0.6332	0.63329	1.0	12302	0	-0.69332
CDC42	6	0.038585	0.10241	0.756893	2717	2	0.2283	0.0050615	0.012235	0.808767	296	2	0.2283
SRP68	6	0.038636	0.10251	0.75719	2718	2	-0.0993	0.21273	0.21715	1.0	4291	1	-0.0993
ZBTB7B	6	0.038661	0.10254	0.75719	2719	3	-0.1106	0.7401	0.74019	1.0	14345	0	-0.1106
DLL3	6	0.038667	0.10256	0.75719	2720	3	-0.44956	0.51217	0.51198	1.0	9961	0	-0.44956
hsa-mir-6877	4	0.038673	0.09273	0.710923	2721	2	-0.32876	0.7622	0.76201	1.0	14801	0	-0.32876
