id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CD164	6	0.093985	0.24837	0.964725	5159	3	-0.54707	0.63453	0.63442	1.0	12499	0	-0.54707
CYP51A1	6	0.094039	0.24847	0.964822	5160	4	-0.60901	0.87236	0.87235	1.0	17296	0	-0.60901
TULP1	6	0.094052	0.24849	0.964822	5161	3	-0.42324	0.92827	0.92838	1.0	18457	0	-0.42324
HSD11B2	6	0.094106	0.24859	0.964866	5162	4	-0.70353	0.72001	0.72014	1.0	14204	0	-0.70353
BCAP31	6	0.094111	0.2486	0.964866	5163	4	-0.76074	0.62387	0.62384	1.0	12266	0	-0.76074
NUP98	6	0.094142	0.24866	0.964866	5164	3	-0.49022	0.19364	0.25982	1.0	5177	1	-0.49022
SEC31A	6	0.094159	0.24869	0.964866	5165	3	-0.57686	0.088082	0.14921	0.97842	3051	1	-0.57686
ASB6	6	0.09419	0.24874	0.964895	5166	4	-0.76415	0.80774	0.80765	1.0	15941	0	-0.76415
GOLGA6L10	2	0.094253	0.16075	0.871275	5167	2	-0.62161	0.90575	0.9057	1.0	17961	0	-0.62161
SIRPB1	6	0.094276	0.2489	0.965306	5168	4	-0.52213	0.55523	0.55518	1.0	10904	0	-0.52213
HOXC6	6	0.094301	0.24894	0.965306	5169	4	-0.70627	0.84073	0.84067	1.0	16607	0	-0.70627
hsa-let-7i	4	0.094327	0.21253	0.925616	5170	3	-0.70267	0.8168	0.81663	1.0	16106	0	-0.70267
hsa-mir-1972-1	1	0.094342	0.09437	0.770293	5171	1	-1.0255	0.90566	0.90606	1.0	17959	0	-1.0255
SLC27A2	6	0.094343	0.24902	0.965322	5172	4	-0.70868	0.99243	0.99249	1.0	20066	0	-0.70868
PAPLN	6	0.094369	0.24907	0.965322	5173	4	-0.67985	0.83857	0.83852	1.0	16563	0	-0.67985
RC3H2	6	0.094431	0.24919	0.965444	5174	4	-0.53683	0.68408	0.68397	1.0	13443	0	-0.53683
TUBA1A	6	0.094502	0.24931	0.965457	5175	3	-0.53083	0.92444	0.92457	1.0	18387	0	-0.53083
SLC47A1	6	0.094503	0.24931	0.965457	5176	3	-0.44472	0.53461	0.53451	1.0	10503	0	-0.44472
ADAMTS10	6	0.094621	0.24953	0.966021	5177	2	-0.35243	0.74063	0.74073	1.0	14632	0	-0.35243
TRPV2	6	0.094634	0.24955	0.966021	5178	3	-0.30433	0.79688	0.79692	1.0	15701	0	-0.30433
ADAM23	6	0.094687	0.24967	0.966093	5179	4	-0.83679	0.84162	0.84158	1.0	16632	0	-0.83679
GPRIN3	6	0.09474	0.24976	0.966281	5180	4	-0.69156	0.86342	0.86335	1.0	17135	0	-0.69156
CDS1	6	0.094882	0.25004	0.966811	5181	2	0.22536	0.012242	0.031861	0.889084	710	3	0.22536
MOB3A	6	0.094888	0.25006	0.966811	5182	3	-0.42989	0.19075	0.25792	1.0	5138	1	-0.42989
MEF2BNB	6	0.094917	0.25011	0.966811	5183	4	-0.73678	0.79328	0.79337	1.0	15631	0	-0.73678
PRCD	6	0.094929	0.25013	0.966811	5184	2	-0.01725	0.47757	0.47876	1.0	9443	1	-0.01725
PARP4	6	0.094976	0.25021	0.966937	5185	3	-0.23113	0.8566	0.85653	1.0	16969	0	-0.23113
ITGA3	6	0.095024	0.2503	0.967096	5186	4	-0.68394	0.70108	0.70115	1.0	13814	0	-0.68394
hsa-mir-1-1	4	0.095052	0.21373	0.92667	5187	3	-0.88806	0.78781	0.7876	1.0	15516	0	-0.88806
NBEAL2	6	0.095102	0.25046	0.967113	5188	3	-0.49612	0.79131	0.79141	1.0	15588	0	-0.49612
hsa-mir-206	4	0.095109	0.21383	0.92667	5189	2	-0.3392	0.27596	0.28228	1.0	6254	1	-0.3392
THOC2	6	0.095119	0.25048	0.967113	5190	3	-0.52318	0.15836	0.23728	0.997654	4723	1	-0.52318
OR2C1	6	0.095163	0.25057	0.967113	5191	4	-0.78825	0.91685	0.91695	1.0	18203	0	-0.78825
TPPP2	6	0.095205	0.25064	0.967113	5192	3	-0.5682	0.33698	0.36079	1.0	7154	1	-0.5682
ZNF560	6	0.095213	0.25065	0.967113	5193	2	-0.28259	0.28	0.31869	1.0	6308	1	-0.28259
hsa-mir-5590	2	0.095257	0.16233	0.87321	5194	2	-0.86415	0.90474	0.90467	1.0	17944	0	-0.86415
MAATS1	6	0.095261	0.25075	0.967113	5195	2	-0.27264	0.31371	0.34325	1.0	6804	1	-0.27264
ARHGEF39	6	0.095301	0.25082	0.967113	5196	3	-0.41955	0.96451	0.96453	1.0	19253	0	-0.41955
C17orf107	6	0.095352	0.2509	0.967113	5197	4	-0.64343	0.9574	0.95735	1.0	19086	0	-0.64343
TSR3	6	0.095356	0.25091	0.967113	5198	2	-0.17341	0.084049	0.14352	0.973626	2942	2	-0.17341
LCE4A	6	0.09536	0.25092	0.967113	5199	3	-0.20441	0.4668	0.46884	1.0	9254	1	-0.20441
RFX6	6	0.09545	0.25108	0.96714	5200	2	-0.22868	0.34273	0.36519	1.0	7239	1	-0.22868
PRKAA1	6	0.095508	0.25118	0.96714	5201	4	-0.35192	0.080376	0.13836	0.973626	2840	1	-0.35192
STX1B	6	0.095521	0.2512	0.96714	5202	4	-0.47462	0.72858	0.72867	1.0	14391	0	-0.47462
AMD1	6	0.095651	0.25142	0.96714	5203	3	-0.45238	0.93682	0.93691	1.0	18633	0	-0.45238
BAG6	6	0.095664	0.25144	0.96714	5204	2	0.048949	0.073051	0.12817	0.969523	2657	2	0.048949
C14orf169	6	0.095665	0.25144	0.96714	5205	4	-0.65237	0.93657	0.93665	1.0	18627	0	-0.65237
ANAPC13	6	0.095692	0.2515	0.96714	5206	4	-0.74599	0.84702	0.84695	1.0	16756	0	-0.74599
BTN3A3	6	0.095811	0.25171	0.96714	5207	3	-0.51175	0.87505	0.87502	1.0	17350	0	-0.51175
TEAD1	6	0.095817	0.25172	0.96714	5208	3	-0.43674	0.69148	0.69137	1.0	13609	0	-0.43674
TMEM221	6	0.095827	0.25174	0.96714	5209	3	-0.54828	0.83234	0.83224	1.0	16425	0	-0.54828
SOX12	6	0.095859	0.25181	0.96714	5210	3	-0.44882	0.82807	0.82804	1.0	16351	0	-0.44882
CLN6	6	0.095888	0.25186	0.96714	5211	4	-0.66225	0.94473	0.94476	1.0	18822	0	-0.66225
hsa-mir-181d	4	0.095893	0.21513	0.928852	5212	3	-0.80936	0.60455	0.60429	1.0	11872	0	-0.80936
PI16	6	0.095904	0.25189	0.96714	5213	4	-0.68491	0.76226	0.76229	1.0	15035	0	-0.68491
CDK18	6	0.095931	0.25194	0.96714	5214	3	-0.54024	0.2373	0.28864	1.0	5761	1	-0.54024
SPOP	6	0.095941	0.25196	0.96714	5215	3	-0.47063	0.73761	0.73772	1.0	14574	0	-0.47063
GPRC5B	6	0.095946	0.25197	0.96714	5216	4	-0.71466	0.71349	0.71358	1.0	14071	0	-0.71466
PLXNA1	6	0.095954	0.25199	0.96714	5217	4	-0.57725	0.84729	0.84722	1.0	16764	0	-0.57725
CCM2L	6	0.095971	0.25203	0.96714	5218	3	-0.49568	0.8845	0.88448	1.0	17556	0	-0.49568
KPTN	6	0.096014	0.2521	0.96714	5219	4	-0.706	0.44219	0.44679	1.0	8834	1	-0.706
NAALADL1	6	0.096066	0.2522	0.96714	5220	3	-0.36378	0.75389	0.75397	1.0	14868	0	-0.36378
ASB8	6	0.096098	0.25226	0.96714	5221	2	-0.30842	0.30238	0.33491	1.0	6627	1	-0.30842
TMEM238	6	0.096113	0.25228	0.96714	5222	2	-0.31995	0.77467	0.77479	1.0	15268	0	-0.31995
hsa-mir-124-3	3	0.096119	0.20348	0.910607	5223	2	-0.79839	0.63121	0.6313	1.0	12423	0	-0.79839
TLK2	6	0.096128	0.2523	0.96714	5224	4	-0.72286	0.4304	0.43655	1.0	8645	1	-0.72286
GPSM1	6	0.096132	0.25231	0.96714	5225	4	-0.50495	0.67902	0.67895	1.0	13351	0	-0.50495
NEU1	6	0.096152	0.25235	0.96714	5226	4	-0.57615	0.75413	0.75421	1.0	14870	0	-0.57615
hsa-mir-7150	4	0.096159	0.21559	0.929632	5227	3	-0.9079	0.91873	0.91869	1.0	18251	0	-0.9079
OR10J5	6	0.096177	0.2524	0.967163	5228	4	-0.76588	0.55345	0.5534	1.0	10870	0	-0.76588
UNCX	6	0.096227	0.25248	0.96729	5229	4	-0.62623	0.78958	0.78972	1.0	15560	0	-0.62623
COX6A2	6	0.096397	0.2528	0.968136	5230	3	-0.50872	0.97535	0.97548	1.0	19543	0	-0.50872
hsa-mir-4478	4	0.096415	0.21602	0.930359	5231	2	-0.38705	0.14657	0.17519	0.990434	4578	1	-0.38705
PLTP	6	0.096465	0.2529	0.968336	5232	3	-0.19972	0.66616	0.66601	1.0	13088	0	-0.19972
hsa-mir-544a	4	0.096497	0.21616	0.930449	5233	3	-0.69587	0.67002	0.6699	1.0	13168	0	-0.69587
ACTR6	6	0.096529	0.25301	0.968336	5234	4	-0.47383	0.9383	0.9384	1.0	18666	0	-0.47383
TMEM127	6	0.096533	0.25302	0.968336	5235	4	-0.64959	0.13662	0.21728	0.993849	4335	1	-0.64959
NPHP1	6	0.096566	0.25308	0.968336	5236	4	-0.71249	0.85615	0.85608	1.0	16962	0	-0.71249
TAF3	6	0.096634	0.2532	0.968424	5237	1	0.048149	0.43021	0.43638	1.0	8643	1	0.048149
GID4	6	0.096634	0.2532	0.968424	5238	2	-0.041232	0.20939	0.27011	1.0	5392	1	-0.041232
C12orf40	6	0.096827	0.25355	0.969558	5239	3	-0.43436	0.63584	0.63574	1.0	12520	0	-0.43436
hsa-mir-6859-2	2	0.096847	0.16478	0.87711	5240	1	-0.15672	0.75043	0.75028	1.0	14816	0	-0.15672
CACNG1	6	0.096936	0.25375	0.969963	5241	3	-0.48384	0.68638	0.68626	1.0	13492	0	-0.48384
GPN1	6	0.096973	0.25382	0.970059	5242	4	-0.7172	0.68828	0.68816	1.0	13530	0	-0.7172
CDYL	6	0.09706	0.25398	0.970147	5243	2	-0.27762	0.86948	0.86946	1.0	17242	0	-0.27762
PGR	6	0.097107	0.25407	0.970147	5244	3	-0.32543	0.036432	0.076302	0.940258	1622	2	-0.32543
P2RY12	6	0.097119	0.25409	0.970147	5245	4	-0.64942	0.74154	0.74165	1.0	14651	0	-0.64942
SNX20	6	0.097155	0.25414	0.970147	5246	2	0.18109	0.005853	0.01665	0.843207	399	2	0.18109
NDUFB8	6	0.097239	0.25429	0.970147	5247	4	-0.51111	0.7271	0.72719	1.0	14358	0	-0.51111
HADHB	6	0.097255	0.25432	0.970147	5248	3	-0.3181	0.7159	0.71604	1.0	14116	0	-0.3181
DMRTA1	6	0.097281	0.25436	0.970147	5249	4	-0.57218	0.87951	0.87946	1.0	17456	0	-0.57218
OR5H15	6	0.097349	0.25446	0.970147	5250	3	-0.53515	0.79961	0.79961	1.0	15757	0	-0.53515
MRGPRX1	6	0.097443	0.25462	0.970147	5251	3	-0.69701	0.6442	0.64409	1.0	12672	0	-0.69701
CTAGE1	6	0.097486	0.25468	0.970147	5252	1	-0.093518	0.50967	0.50957	1.0	10025	1	-0.093518
hsa-mir-4640	4	0.097496	0.21785	0.931493	5253	1	-0.12006	0.32884	0.33018	1.0	7028	1	-0.12006
PTK7	6	0.097529	0.25474	0.970147	5254	2	0.039391	0.062367	0.11304	0.965933	2356	2	0.039391
POLR3H	6	0.097529	0.25474	0.970147	5255	3	-0.2235	0.61666	0.61661	1.0	12124	0	-0.2235
RPS19BP1	6	0.097529	0.25474	0.970147	5256	3	-0.079403	0.55764	0.55759	1.0	10950	0	-0.079403
TARS	6	0.097529	0.25474	0.970147	5257	4	-0.36883	0.67545	0.67537	1.0	13275	0	-0.36883
PHYHD1	6	0.097556	0.2548	0.970191	5258	3	-0.086334	0.60923	0.60925	1.0	11971	0	-0.086334
hsa-mir-449b	4	0.097642	0.21808	0.931493	5259	3	-0.72909	0.52722	0.52688	1.0	10358	0	-0.72909
SDF2	6	0.097652	0.25498	0.970513	5260	4	-0.80422	0.87756	0.8775	1.0	17410	0	-0.80422
C4orf3	6	0.097674	0.25503	0.970513	5261	3	-0.55492	0.51502	0.51488	1.0	10133	1	-0.55492
KRT83	6	0.097675	0.25503	0.970513	5262	2	-0.16019	0.16334	0.24052	0.999086	4784	1	-0.16019
hsa-mir-125b-2	4	0.097755	0.21826	0.931584	5263	3	-0.79817	0.94482	0.94474	1.0	18823	0	-0.79817
HAS2	6	0.097773	0.2552	0.97099	5264	4	-0.56685	0.74648	0.74663	1.0	14736	0	-0.56685
ST8SIA2	6	0.097817	0.25527	0.97106	5265	3	-0.35974	0.51293	0.51281	1.0	10089	1	-0.35974
TMCC1	6	0.097864	0.25537	0.971138	5266	3	-0.41444	0.36089	0.37932	1.0	7522	1	-0.41444
C19orf43	6	0.097905	0.25544	0.971138	5267	3	-0.6452	0.9039	0.904	1.0	17927	0	-0.6452
CCDC127	6	0.097924	0.25548	0.971138	5268	4	-0.65331	0.94057	0.94062	1.0	18721	0	-0.65331
hsa-mir-4734	4	0.097957	0.21858	0.93218	5269	3	-0.44003	0.94371	0.94368	1.0	18793	0	-0.44003
CAPNS1	6	0.098052	0.25571	0.971844	5270	3	-0.57043	0.91241	0.91256	1.0	18102	0	-0.57043
SYNE4	6	0.0981	0.2558	0.971989	5271	3	-0.54601	0.96701	0.96703	1.0	19329	0	-0.54601
RASL10A	6	0.098242	0.25603	0.972709	5272	3	-0.53552	0.60283	0.60291	1.0	11838	0	-0.53552
AP1B1	6	0.098317	0.25617	0.972838	5273	4	-0.76676	0.27371	0.31421	1.0	6225	1	-0.76676
DNPH1	6	0.098325	0.25618	0.972838	5274	4	-0.5778	0.51168	0.51154	1.0	10062	1	-0.5778
NLRC3	6	0.098343	0.25622	0.972838	5275	4	-0.53211	0.0060367	0.017089	0.843207	408	1	-0.53211
hsa-mir-3921	4	0.098345	0.21922	0.932656	5276	3	-0.75339	0.87225	0.87203	1.0	17293	0	-0.75339
Mar-06	6	0.098384	0.25629	0.972838	5277	3	-0.27116	0.58177	0.58184	1.0	11416	0	-0.27116
C2orf53	6	0.098431	0.25636	0.972838	5278	3	-0.28595	0.87309	0.87309	1.0	17310	0	-0.28595
GDPD1	6	0.098451	0.2564	0.972838	5279	3	-0.43546	0.43008	0.43626	1.0	8642	1	-0.43546
HIST1H2BO	6	0.098478	0.25645	0.972864	5280	4	-0.45736	0.95034	0.95036	1.0	18945	0	-0.45736
MNF1	4	0.098609	0.21967	0.932656	5281	2	-0.55032	0.85183	0.85154	1.0	16865	0	-0.55032
hsa-mir-4732	4	0.098609	0.21967	0.932656	5282	3	-0.78046	0.13428	0.16561	0.983985	4276	1	-0.78046
hsa-mir-1234	4	0.098702	0.21983	0.932656	5283	3	-0.63589	0.78155	0.78131	1.0	15400	0	-0.63589
DUS2L	2	0.098738	0.16778	0.880015	5284	1	-0.73333	0.49544	0.49559	1.0	9749	0	-0.73333
VDR	6	0.098741	0.25692	0.974003	5285	3	-0.44252	0.99007	0.99015	1.0	19958	0	-0.44252
SI	6	0.098758	0.25696	0.974003	5286	4	-0.52542	0.13685	0.21759	0.993849	4340	1	-0.52542
LPHN3	6	0.098774	0.25699	0.974003	5287	3	-0.24601	0.66947	0.66939	1.0	13155	0	-0.24601
CEND1	6	0.098809	0.25707	0.974104	5288	4	-0.57449	0.93875	0.93885	1.0	18678	0	-0.57449
DUPD1	6	0.098927	0.2573	0.974694	5289	2	-0.27216	0.41006	0.41919	1.0	8306	1	-0.27216
ZNF514	6	0.098983	0.2574	0.974694	5290	3	-0.44317	0.080088	0.13797	0.973626	2832	1	-0.44317
ALPP	6	0.099047	0.25754	0.974694	5291	2	0.043094	0.22368	0.27947	1.0	5571	1	0.043094
HRASLS	6	0.099136	0.25771	0.974694	5292	4	-0.63762	0.82411	0.82406	1.0	16268	0	-0.63762
PLA2G16	6	0.099139	0.25771	0.974694	5293	4	-0.58889	0.16387	0.24087	0.999086	4791	1	-0.58889
NREP	6	0.099187	0.25779	0.974694	5294	3	-0.63822	0.87847	0.87842	1.0	17434	0	-0.63822
HIST1H2AL	6	0.099221	0.25785	0.974694	5295	3	-0.37667	0.54614	0.54603	1.0	10719	0	-0.37667
HYAL3	6	0.099225	0.25785	0.974694	5296	4	-0.77298	0.6964	0.69633	1.0	13716	0	-0.77298
DNAH11	6	0.099234	0.25787	0.974694	5297	3	-0.29722	0.25863	0.30348	1.0	6036	1	-0.29722
TMC5	6	0.099273	0.25794	0.974694	5298	3	-0.36207	0.10013	0.16604	0.983985	3361	1	-0.36207
CR1L	6	0.099281	0.25796	0.974694	5299	3	-0.30308	0.004601	0.013614	0.822292	334	1	-0.30308
FBXW12	6	0.099301	0.25799	0.974694	5300	4	-0.69956	0.68966	0.68955	1.0	13572	0	-0.69956
ZNF622	6	0.09936	0.25811	0.974694	5301	4	-0.72233	0.52441	0.52421	1.0	10298	0	-0.72233
CHMP2A	6	0.099375	0.25813	0.974694	5302	4	-0.51468	0.76255	0.76255	1.0	15040	0	-0.51468
ARPC1B	6	0.099423	0.25822	0.974694	5303	3	-0.64526	0.1954	0.26096	1.0	5202	1	-0.64526
TMEM256	6	0.099445	0.25825	0.974694	5304	4	-0.65751	0.90498	0.9051	1.0	17948	0	-0.65751
KLF13	6	0.099454	0.25827	0.974694	5305	4	-0.72346	0.84912	0.84909	1.0	16801	0	-0.72346
ETHE1	6	0.099487	0.25834	0.974694	5306	4	-0.76539	0.5561	0.55604	1.0	10917	0	-0.76539
GCG	6	0.099528	0.2584	0.974694	5307	3	-0.61531	0.78656	0.7867	1.0	15497	0	-0.61531
C11orf68	6	0.099559	0.25845	0.974694	5308	4	-0.73166	0.96964	0.9697	1.0	19393	0	-0.73166
PTPRK	6	0.099564	0.25846	0.974694	5309	2	0.0020349	0.26223	0.30598	1.0	6084	1	0.0020349
OR6C65	6	0.099611	0.25854	0.974694	5310	3	-0.25307	0.2816	0.3198	1.0	6331	1	-0.25307
ADCK4	6	0.099628	0.25857	0.974694	5311	2	-0.032942	0.086788	0.14738	0.974216	3023	2	-0.032942
CRIM1	6	0.099639	0.25859	0.974694	5312	4	-0.44646	0.085867	0.14611	0.973626	2996	2	-0.44646
GPATCH4	6	0.099814	0.25888	0.974709	5313	3	-0.63785	0.94025	0.9403	1.0	18712	0	-0.63785
RPL22L1	6	0.099894	0.25901	0.974709	5314	3	-0.40311	0.54114	0.54097	1.0	10620	0	-0.40311
ADRB1	6	0.099901	0.25902	0.974709	5315	4	-0.68485	0.9275	0.92761	1.0	18443	0	-0.68485
BCO2	6	0.099941	0.2591	0.974709	5316	4	-0.27929	0.27871	0.31776	1.0	6290	1	-0.27929
PRR12	6	0.099942	0.2591	0.974709	5317	3	-0.35056	0.62	0.61997	1.0	12197	0	-0.35056
TMEM178B	6	0.099944	0.2591	0.974709	5318	4	-0.71456	0.44184	0.44648	1.0	8827	1	-0.71456
SMN1	2	0.09996	0.16972	0.88266	5319	2	-0.971	0.88032	0.88036	1.0	17473	0	-0.971
ZMPSTE24	6	0.099961	0.25913	0.974709	5320	4	-0.60674	0.07508	0.13105	0.971478	2705	1	-0.60674
KCNIP1	6	0.10004	0.25926	0.97477	5321	3	-0.37071	0.49332	0.49368	1.0	9707	1	-0.37071
DCBLD1	6	0.10006	0.25931	0.97477	5322	4	-0.74175	0.62893	0.62884	1.0	12372	0	-0.74175
CTU2	6	0.10015	0.25947	0.97477	5323	4	-0.42737	0.87313	0.87313	1.0	17311	0	-0.42737
SYCP2L	6	0.10018	0.25952	0.97477	5324	4	-0.58352	0.58958	0.58969	1.0	11579	0	-0.58352
CDNF	6	0.10018	0.25953	0.97477	5325	3	-0.45269	0.18815	0.25625	1.0	5104	1	-0.45269
ADAT3	6	0.10023	0.25959	0.974822	5326	3	-0.61689	0.78994	0.79005	1.0	15564	0	-0.61689
LBH	6	0.10027	0.25968	0.974822	5327	4	-0.5974	0.086794	0.14739	0.974216	3024	1	-0.5974
C19orf54	6	0.10032	0.25978	0.974822	5328	3	-0.26492	0.019033	0.047642	0.921131	1027	1	-0.26492
ERO1LB	6	0.10032	0.25978	0.974822	5329	4	-0.53196	0.65615	0.65599	1.0	12903	0	-0.53196
CNBP	6	0.10047	0.26003	0.975403	5330	4	-0.60949	0.98565	0.98577	1.0	19816	0	-0.60949
SASS6	6	0.10055	0.26018	0.975781	5331	3	-0.37794	0.14436	0.22816	0.993849	4540	2	-0.37794
ZNF704	6	0.10065	0.26035	0.976124	5332	1	-0.046074	0.55905	0.55895	1.0	10981	0	-0.046074
VANGL1	6	0.10066	0.26037	0.976124	5333	4	-0.72224	0.20778	0.26905	1.0	5372	1	-0.72224
HIST1H4A	6	0.10079	0.26061	0.976435	5334	3	-0.42108	0.86216	0.86208	1.0	17103	0	-0.42108
SLC35B3	6	0.10084	0.26069	0.976435	5335	3	-0.26114	0.72168	0.72179	1.0	14241	0	-0.26114
hsa-mir-217	4	0.10086	0.2234	0.938453	5336	2	-0.3542	0.69786	0.69765	1.0	13748	0	-0.3542
PSORS1C1	6	0.10093	0.26085	0.976435	5337	3	-0.47415	0.85562	0.85551	1.0	16952	0	-0.47415
MAT1A	6	0.10094	0.26086	0.976435	5338	4	-0.23239	0.44582	0.45	1.0	8889	1	-0.23239
MAGEE1	6	0.10096	0.26089	0.976435	5339	2	-0.35352	0.0083918	0.022796	0.879538	523	1	-0.35352
TM9SF4	6	0.10096	0.2609	0.976435	5340	4	-0.69793	0.093506	0.1567	0.981025	3182	1	-0.69793
KRTAP3-3	6	0.10099	0.26095	0.976435	5341	4	-0.58437	0.97088	0.97094	1.0	19421	0	-0.58437
SULF1	6	0.10103	0.261	0.976435	5342	2	-0.37268	0.71768	0.71782	1.0	14150	0	-0.37268
ZSWIM8	6	0.10104	0.26102	0.976435	5343	3	-0.34234	0.13001	0.20798	0.991605	4174	2	-0.34234
COQ3	6	0.10113	0.26121	0.976497	5344	2	0.30707	0.081989	0.14062	0.973626	2890	2	0.30707
SEC62	6	0.10115	0.26124	0.976497	5345	2	-0.0090445	0.13523	0.21529	0.993849	4297	2	-0.0090445
IFRD2	6	0.10116	0.26126	0.976497	5346	3	-0.4255	0.72424	0.72437	1.0	14295	0	-0.4255
KIAA1217	6	0.10119	0.26132	0.976497	5347	4	-0.77156	0.82499	0.82496	1.0	16293	0	-0.77156
CA1	6	0.1012	0.26132	0.976497	5348	2	-0.11246	0.007522	0.020712	0.87362	476	2	-0.11246
ZNF703	6	0.1013	0.26148	0.976587	5349	3	-0.42927	0.2357	0.28755	1.0	5740	1	-0.42927
ODF3	6	0.1013	0.26149	0.976587	5350	4	-0.43576	0.018222	0.045755	0.921131	986	1	-0.43576
NDST3	6	0.10136	0.26158	0.976704	5351	3	-0.49783	0.493	0.49336	1.0	9703	1	-0.49783
VCPIP1	6	0.10148	0.26178	0.976979	5352	3	-0.47111	0.5597	0.55958	1.0	10992	0	-0.47111
MTL5	6	0.10149	0.26179	0.976979	5353	3	-0.48262	0.62264	0.62264	1.0	12241	0	-0.48262
TDRD10	6	0.10152	0.26185	0.976979	5354	3	-0.49745	0.75066	0.75075	1.0	14819	0	-0.49745
USP17L5	1	0.10154	0.10159	0.785666	5355	1	-0.34637	0.89846	0.89891	1.0	17827	0	-0.34637
GHRL	6	0.10154	0.26188	0.976979	5356	1	-0.21932	0.57741	0.57734	1.0	11323	0	-0.21932
GAREML	6	0.1016	0.26197	0.977088	5357	3	-0.31635	0.24381	0.29309	1.0	5850	1	-0.31635
CMC1	6	0.10164	0.26204	0.977088	5358	4	-0.58891	0.13562	0.21585	0.993849	4307	1	-0.58891
ITGAV	6	0.10166	0.26208	0.977088	5359	3	-0.50419	0.98752	0.98759	1.0	19862	0	-0.50419
PEX11B	6	0.10174	0.26223	0.977088	5360	3	-0.66909	0.88534	0.88532	1.0	17572	0	-0.66909
MSL2	6	0.10177	0.26228	0.977088	5361	3	-0.58669	0.67661	0.67656	1.0	13297	0	-0.58669
TNIP2	6	0.10178	0.2623	0.977088	5362	2	-0.14357	0.55102	0.55096	1.0	10815	0	-0.14357
hsa-mir-548m	4	0.10185	0.22503	0.942288	5363	3	-0.82478	0.93936	0.93932	1.0	18691	0	-0.82478
ZFHX2	6	0.10187	0.26247	0.977088	5364	4	-0.67365	0.29244	0.32765	1.0	6480	1	-0.67365
PGAM4	6	0.10189	0.26252	0.977088	5365	4	-0.69398	0.87043	0.87041	1.0	17257	0	-0.69398
PCBD2	6	0.1019	0.26252	0.977088	5366	3	-0.42477	0.1378	0.21892	0.993849	4371	2	-0.42477
GUCA1C	6	0.10192	0.26256	0.977088	5367	2	0.11781	0.008852	0.02388	0.880884	543	3	0.11781
MED6	6	0.10194	0.2626	0.977088	5368	4	-0.78168	0.32933	0.35496	1.0	7039	1	-0.78168
hsa-mir-670	4	0.10198	0.22525	0.942569	5369	2	-0.59591	0.38673	0.3863	1.0	7899	0	-0.59591
SEC14L4	6	0.10199	0.26271	0.977088	5370	4	-0.4799	0.31221	0.34213	1.0	6777	1	-0.4799
CEP85	6	0.10205	0.26282	0.977088	5371	4	-0.74689	0.35266	0.37288	1.0	7392	1	-0.74689
RPS2	6	0.10207	0.26286	0.977088	5372	4	-0.4193	0.40983	0.41898	1.0	8301	1	-0.4193
hsa-mir-6801	4	0.1021	0.22544	0.942569	5373	3	-0.77223	0.95694	0.95685	1.0	19079	0	-0.77223
hsa-mir-4722	4	0.10214	0.22552	0.942706	5374	2	-0.63895	0.68295	0.68286	1.0	13421	0	-0.63895
ZNF629	6	0.10215	0.26298	0.977088	5375	4	-0.59001	0.085886	0.14614	0.973626	2998	1	-0.59001
HGFAC	6	0.1022	0.26307	0.977088	5376	2	-0.25643	0.74801	0.74813	1.0	14765	0	-0.25643
S100A9	6	0.10224	0.26314	0.977088	5377	4	-0.73384	0.34809	0.36936	1.0	7315	1	-0.73384
IGSF23	6	0.10225	0.26316	0.977088	5378	2	-0.17934	0.78806	0.7882	1.0	15526	0	-0.17934
KIAA0907	6	0.10228	0.2632	0.977088	5379	3	-0.65486	0.19471	0.26051	1.0	5195	1	-0.65486
TRIM7	6	0.1023	0.26325	0.977088	5380	3	-0.21959	0.91774	0.91783	1.0	18225	0	-0.21959
LIMK1	6	0.10232	0.2633	0.977088	5381	4	-0.64536	0.37957	0.39413	1.0	7783	1	-0.64536
NSMCE4A	6	0.10235	0.26334	0.977088	5382	4	-0.5328	0.85602	0.85594	1.0	16957	0	-0.5328
HCFC1	6	0.10237	0.26339	0.977088	5383	3	-0.43194	0.23376	0.28622	1.0	5714	1	-0.43194
CHCHD10	6	0.10243	0.26349	0.977088	5384	4	-0.6516	0.9207	0.92083	1.0	18299	0	-0.6516
GJD4	6	0.10244	0.26351	0.977088	5385	4	-0.56027	0.30631	0.3378	1.0	6683	1	-0.56027
SCCPDH	6	0.10246	0.26355	0.977088	5386	4	-0.57966	0.90824	0.90834	1.0	18008	0	-0.57966
CACNB3	6	0.10251	0.26363	0.977088	5387	2	-0.34654	0.035292	0.074681	0.940258	1580	1	-0.34654
SMIM8	6	0.10251	0.26363	0.977088	5388	2	-0.22389	0.010538	0.027907	0.889084	618	1	-0.22389
THOC1	5	0.10252	0.25687	0.974003	5389	3	-0.62275	0.78624	0.78647	1.0	15494	0	-0.62275
CENPQ	6	0.1026	0.26379	0.977259	5390	4	-0.75057	0.84104	0.84099	1.0	16615	0	-0.75057
UBL3	6	0.10261	0.26381	0.977259	5391	4	-0.61672	0.52604	0.52583	1.0	10336	0	-0.61672
ANLN	6	0.10263	0.26385	0.977259	5392	2	-0.10922	0.59253	0.5926	1.0	11634	0	-0.10922
